86500000	001000012211111011112222220222	24
87000000	001000012211111011112222220222	24
87500000	001000012211111011112222220222	24
88000000	001000012211111011112222220222	24
88500000	001000012211111011112222220222	24
89000000	001000012211111011112222220222	24
89500000	001000012211111011112222220222	24
90000000	001000012211111011112222220222	24
90500000	001000012211111011112222220222	24
91000000	001000012211111011112222220222	24
91500000	001000012211111011112222220222	24
92000000	001000012211111011112222220222	24
92500000	001000012211111011112222220222	24
93000000	001000012211111011112222220222	24
93500000	001000012211111011112222220222	24
94000000	001000012211111011112222220222	24
94500000	001000012211111011112222220222	24
95000000	001000012211111011112222220222	24
95500000	001000012211111011112222220222	24
96000000	001000012211111011112222220222	24
96500000	001000012211111011112222220222	24
97000000	001000012211111011112222220222	24
97500000	001000012211111011112222220222	24
98000000	001000012211111011112222220222	24
98500000	001000012211111011112222220222	24
99000000	001000012211111011112222220222	24
99500000	001000012211111011112222220222	24
100000000	001000012211111011112222220222	24
