100	022110001211202111212122222122	18
200	022110001211202111212122222122	18
300	022110001211202111212122222122	18
400	022110001211202111212122222122	18
500	022110001211202111212122222122	18
600	022110001211202111212122222122	18
700	222110001211201111112122222122	19
800	222110001211201111112122222122	19
900	222110001211201111112122222122	19
1000	222110001211201111112122222122	19
1100	222110001211201111112122222122	19
1200	222110001211201111112122222122	19
1300	222110001211201111112122222122	19
1400	222110001211201111112122222122	19
1500	222110001211201111112122222122	19
1600	222110001211201111112122222122	19
1700	222110001211201111112122222122	19
1800	222110001211201111112122222122	19
1900	222110001211201111112122222122	19
2000	222110001211201111112122222122	19
2100	222110001211201111112122222122	19
2200	222110001211201111112122222122	19
2300	222110001211201111112122222122	19
2400	222110001211201111112122222122	19
2500	222110001211201111112122222122	19
2600	222110001211201111112122222122	19
2700	222110001211201111112122222122	19
2800	222110001211201111112122222122	19
2900	222110001211201111112122222122	19
3000	222110001211201111112122222122	19
3100	222110001211201111112122222122	19
3200	222110001211201111112122222122	19
3300	222110001211201111112122222122	19
3400	222110001211201111112122222122	19
3500	222110001211201111112122222122	19
3600	222110001211201111112122222122	19
3700	222110001211201111112122222122	19
3800	222110001211201111112122222122	19
3900	222110001211201111112122222122	19
4000	222110001211201111112122222122	19
4100	222110001211201111112122222122	19
4200	222110001211201111112122222122	19
4300	222110001211201111112122222122	19
4400	222110001211201111112122222122	19
4500	222110001211201111112122222122	19
4600	222110001211201111112122222122	19
4700	222110001211201111112122222122	19
4800	222110001211201111112122222122	19
4900	222110001211201111112122222122	19
20000	200102002111111110112002221122	20
40000	200102002111111110112002221122	20
60000	200102002111111110112002221122	20
80000	200102002111111110112002221122	20
500000	022001000010011111111222220222	23
1000000	022001000010011111111222220222	23
1500000	022001000010011111111222220222	23
2000000	022001000010011111111222220222	23
2500000	022001000010011111111222220222	23
3000000	022001000010011111111222220222	23
3500000	022001000010011111111222220222	23
4000000	022001000010011111111222220222	23
4500000	022001000010011111111222220222	23
5000000	022001000010011111111222220222	23
5500000	022001000010011111111222220222	23
6000000	001000012211111011112222220222	24
6500000	001000012211111011112222220222	24
7000000	001000012211111011112222220222	24
7500000	001000012211111011112222220222	24
8000000	001000012211111011112222220222	24
8500000	001000012211111011112222220222	24
9000000	001000012211111011112222220222	24
9500000	001000012211111011112222220222	24
10000000	001000012211111011112222220222	24
10500000	001000012211111011112222220222	24
11000000	001000012211111011112222220222	24
11500000	001000012211111011112222220222	24
12000000	001000012211111011112222220222	24
12500000	001000012211111011112222220222	24
13000000	001000012211111011112222220222	24
13500000	001000012211111011112222220222	24
14000000	001000012211111011112222220222	24
14500000	001000012211111011112222220222	24
15000000	001000012211111011112222220222	24
15500000	001000012211111011112222220222	24
16000000	001000012211111011112222220222	24
16500000	001000012211111011112222220222	24
17000000	001000012211111011112222220222	24
17500000	001000012211111011112222220222	24
18000000	001000012211111011112222220222	24
18500000	001000012211111011112222220222	24
19000000	001000012211111011112222220222	24
19500000	001000012211111011112222220222	24
20000000	001000012211111011112222220222	24
20500000	001000012211111011112222220222	24
21000000	001000012211111011112222220222	24
21500000	001000012211111011112222220222	24
22000000	001000012211111011112222220222	24
22500000	001000012211111011112222220222	24
23000000	001000012211111011112222220222	24
23500000	001000012211111011112222220222	24
24000000	001000012211111011112222220222	24
24500000	001000012211111011112222220222	24
25000000	001000012211111011112222220222	24
25500000	001000012211111011112222220222	24
26000000	001000012211111011112222220222	24
26500000	001000012211111011112222220222	24
27000000	001000012211111011112222220222	24
27500000	001000012211111011112222220222	24
28000000	001000012211111011112222220222	24
28500000	001000012211111011112222220222	24
29000000	001000012211111011112222220222	24
29500000	001000012211111011112222220222	24
30000000	001000012211111011112222220222	24
30500000	001000012211111011112222220222	24
31000000	001000012211111011112222220222	24
31500000	001000012211111011112222220222	24
32000000	001000012211111011112222220222	24
32500000	001000012211111011112222220222	24
33000000	001000012211111011112222220222	24
33500000	001000012211111011112222220222	24
34000000	001000012211111011112222220222	24
34500000	001000012211111011112222220222	24
35000000	001000012211111011112222220222	24
35500000	001000012211111011112222220222	24
36000000	001000012211111011112222220222	24
36500000	001000012211111011112222220222	24
37000000	001000012211111011112222220222	24
37500000	001000012211111011112222220222	24
38000000	001000012211111011112222220222	24
38500000	001000012211111011112222220222	24
39000000	001000012211111011112222220222	24
39500000	001000012211111011112222220222	24
40000000	001000012211111011112222220222	24
40500000	001000012211111011112222220222	24
41000000	001000012211111011112222220222	24
41500000	001000012211111011112222220222	24
42000000	001000012211111011112222220222	24
42500000	001000012211111011112222220222	24
43000000	001000012211111011112222220222	24
43500000	001000012211111011112222220222	24
44000000	001000012211111011112222220222	24
44500000	001000012211111011112222220222	24
45000000	001000012211111011112222220222	24
45500000	001000012211111011112222220222	24
46000000	001000012211111011112222220222	24
46500000	001000012211111011112222220222	24
47000000	001000012211111011112222220222	24
47500000	001000012211111011112222220222	24
48000000	001000012211111011112222220222	24
48500000	001000012211111011112222220222	24
49000000	001000012211111011112222220222	24
49500000	001000012211111011112222220222	24
50000000	001000012211111011112222220222	24
50500000	001000012211111011112222220222	24
51000000	001000012211111011112222220222	24
51500000	001000012211111011112222220222	24
52000000	001000012211111011112222220222	24
52500000	001000012211111011112222220222	24
53000000	001000012211111011112222220222	24
53500000	001000012211111011112222220222	24
54000000	001000012211111011112222220222	24
54500000	001000012211111011112222220222	24
55000000	001000012211111011112222220222	24
55500000	001000012211111011112222220222	24
56000000	001000012211111011112222220222	24
56500000	001000012211111011112222220222	24
57000000	001000012211111011112222220222	24
57500000	001000012211111011112222220222	24
58000000	001000012211111011112222220222	24
58500000	001000012211111011112222220222	24
59000000	001000012211111011112222220222	24
59500000	001000012211111011112222220222	24
60000000	001000012211111011112222220222	24
60500000	001000012211111011112222220222	24
61000000	001000012211111011112222220222	24
61500000	001000012211111011112222220222	24
62000000	001000012211111011112222220222	24
62500000	001000012211111011112222220222	24
63000000	001000012211111011112222220222	24
63500000	001000012211111011112222220222	24
64000000	001000012211111011112222220222	24
64500000	001000012211111011112222220222	24
65000000	001000012211111011112222220222	24
65500000	001000012211111011112222220222	24
66000000	001000012211111011112222220222	24
66500000	001000012211111011112222220222	24
67000000	001000012211111011112222220222	24
67500000	001000012211111011112222220222	24
68000000	001000012211111011112222220222	24
68500000	001000012211111011112222220222	24
69000000	001000012211111011112222220222	24
69500000	001000012211111011112222220222	24
70000000	001000012211111011112222220222	24
70500000	001000012211111011112222220222	24
71000000	001000012211111011112222220222	24
71500000	001000012211111011112222220222	24
72000000	001000012211111011112222220222	24
72500000	001000012211111011112222220222	24
73000000	001000012211111011112222220222	24
73500000	001000012211111011112222220222	24
74000000	001000012211111011112222220222	24
74500000	001000012211111011112222220222	24
75000000	001000012211111011112222220222	24
75500000	001000012211111011112222220222	24
76000000	001000012211111011112222220222	24
76500000	001000012211111011112222220222	24
77000000	001000012211111011112222220222	24
77500000	001000012211111011112222220222	24
78000000	001000012211111011112222220222	24
78500000	001000012211111011112222220222	24
79000000	001000012211111011112222220222	24
79500000	001000012211111011112222220222	24
80000000	001000012211111011112222220222	24
80500000	001000012211111011112222220222	24
81000000	001000012211111011112222220222	24
81500000	001000012211111011112222220222	24
82000000	001000012211111011112222220222	24
82500000	001000012211111011112222220222	24
83000000	001000012211111011112222220222	24
83500000	001000012211111011112222220222	24
84000000	001000012211111011112222220222	24
84500000	001000012211111011112222220222	24
85000000	001000012211111011112222220222	24
85500000	001000012211111011112222220222	24
86000000	001000012211111011112222220222	24
